"Notes"	"Age of Infant at Death"	"Age of Infant at Death Code"	"Cause of death"	"Cause of death Code"	Deaths	Births	Death Rate
	"1 - 23 hours"	"02"	"Other specified infections specific to the perinatal period"	"P39.8"	19	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Infection specific to the perinatal period, unspecified"	"P39.9"	168	40445070	0.00
	"1 - 23 hours"	"02"	"Fetal blood loss from vasa praevia"	"P50.0"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Fetal blood loss from ruptured cord"	"P50.1"	5	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Haemorrhage into maternal circulation"	"P50.4"	24	40445070	0.00
	"1 - 23 hours"	"02"	"Other fetal blood loss"	"P50.8"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Fetal blood loss, unspecified"	"P50.9"	10	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Umbilical haemorrhage of newborn, unspecified"	"P51.9"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Intraventricular (nontraumatic) haemorrhage, grade 3, of newborn"	"P52.2"	10	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	147	40445070	0.00
	"1 - 23 hours"	"02"	"Intracerebral (nontraumatic) haemorrhage of newborn"	"P52.4"	19	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Subarachnoid (nontraumatic) haemorrhage of newborn"	"P52.5"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Cerebellar (nontraumatic) and posterior fossa haemorrhage of newborn"	"P52.6"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other intracranial (nontraumatic) haemorrhages of newborn"	"P52.8"	5	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Intracranial (nontraumatic) haemorrhage of newborn, unspecified"	"P52.9"	45	40445070	0.00
	"1 - 23 hours"	"02"	"Other neonatal gastrointestinal haemorrhage"	"P54.3"	5	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Neonatal adrenal haemorrhage"	"P54.4"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Neonatal cutaneous haemorrhage"	"P54.5"	6	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Neonatal vaginal haemorrhage"	"P54.6"	7	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified neonatal haemorrhages"	"P54.8"	20	40445070	0.00
	"1 - 23 hours"	"02"	"Neonatal haemorrhage, unspecified"	"P54.9"	67	40445070	0.00
	"1 - 23 hours"	"02"	"Rh isoimmunization of newborn"	"P55.0"	12	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other haemolytic diseases of newborn"	"P55.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Haemolytic disease of newborn, unspecified"	"P55.9"	9	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Hydrops fetalis due to isoimmunization"	"P56.0"	6	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Neonatal jaundice due to other specified excessive haemolysis"	"P58.8"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Disseminated intravascular coagulation of newborn"	"P60"	73	40445070	0.00
	"1 - 23 hours"	"02"	"Transient neonatal thrombocytopenia"	"P61.0"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Polycythaemia neonatorum"	"P61.1"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Anaemia of prematurity"	"P61.2"	35	40445070	0.00
	"1 - 23 hours"	"02"	"Congenital anaemia from fetal blood loss"	"P61.3"	19	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital anaemias, not elsewhere classified"	"P61.4"	130	40445070	0.00
	"1 - 23 hours"	"02"	"Syndrome of infant of mother with gestational diabetes"	"P70.0"	8	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Syndrome of infant of a diabetic mother"	"P70.1"	17	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Neonatal diabetes mellitus"	"P70.2"	8	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Intestinal obstruction of newborn, unspecified"	"P76.9"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Necrotizing enterocolitis of newborn"	"P77"	15	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Perinatal intestinal perforation"	"P78.0"	11	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other neonatal peritonitis"	"P78.1"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Hypothermia of newborn, unspecified"	"P80.9"	16	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	557	40445070	0.01
	"1 - 23 hours"	"02"	"Other and unspecified oedema specific to newborn"	"P83.3"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified conditions of integument specific to newborn"	"P83.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Convulsions of newborn"	"P90"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Neonatal cerebral ischaemia"	"P91.0"	6	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Neonatal cerebral leukomalacia"	"P91.2"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Neonatal cerebral depression"	"P91.4"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	116	40445070	0.00
	"1 - 23 hours"	"02"	"Vomiting in newborn"	"P92.0"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital renal failure"	"P96.0"	9	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Termination of pregnancy, newborn"	"P96.4"	146	40445070	0.00
	"1 - 23 hours"	"02"	"Complications of intrauterine procedures, not elsewhere classified"	"P96.5"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified conditions originating in the perinatal period"	"P96.8"	128	40445070	0.00
	"1 - 23 hours"	"02"	"Condition originating in the perinatal period, unspecified"	"P96.9"	126	40445070	0.00
	"1 - 23 hours"	"02"	"Anencephaly"	"Q00.0"	1501	40445070	0.04
	"1 - 23 hours"	"02"	"Iniencephaly"	"Q00.2"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Occipital encephalocele"	"Q01.2"	12	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Encephalocele of other sites"	"Q01.8"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Encephalocele, unspecified"	"Q01.9"	122	40445070	0.00
	"1 - 23 hours"	"02"	"Microcephaly"	"Q02"	19	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Malformations of aqueduct of Sylvius"	"Q03.0"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Atresia of foramina of Magendie and Luschka"	"Q03.1"	20	40445070	0.00
	"1 - 23 hours"	"02"	"Other congenital hydrocephalus"	"Q03.8"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital hydrocephalus, unspecified"	"Q03.9"	115	40445070	0.00
	"1 - 23 hours"	"02"	"Congenital malformations of corpus callosum"	"Q04.0"	5	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Arhinencephaly"	"Q04.1"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Holoprosencephaly"	"Q04.2"	305	40445070	0.01
	"1 - 23 hours"	"02"	"Other reduction deformities of brain"	"Q04.3"	83	40445070	0.00
	"1 - 23 hours"	"02"	"Megalencephaly"	"Q04.5"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital cerebral cysts"	"Q04.6"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of brain"	"Q04.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of brain, unspecified"	"Q04.9"	55	40445070	0.00
	"1 - 23 hours"	"02"	"Lumbar spina bifida with hydrocephalus"	"Q05.2"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Unspecified spina bifida with hydrocephalus"	"Q05.4"	9	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Thoracic spina bifida without hydrocephalus"	"Q05.6"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Spina bifida, unspecified"	"Q05.9"	39	40445070	0.00
	"1 - 23 hours"	"02"	"Other specified congenital malformations of spinal cord"	"Q06.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of spinal cord, unspecified"	"Q06.9"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Arnold-Chiari syndrome"	"Q07.0"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of nervous system"	"Q07.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of nervous system, unspecified"	"Q07.9"	37	40445070	0.00
	"1 - 23 hours"	"02"	"Congenital malformation of eye, unspecified"	"Q15.9"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other branchial cleft malformations"	"Q18.2"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Microstomia"	"Q18.5"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of face and neck"	"Q18.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of face and neck, unspecified"	"Q18.9"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Common arterial trunk"	"Q20.0"	6	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Double outlet right ventricle"	"Q20.1"	9	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Discordant ventriculoarterial connection"	"Q20.3"	62	40445070	0.00
	"1 - 23 hours"	"02"	"Double inlet ventricle"	"Q20.4"	9	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Ventricular septal defect"	"Q21.0"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Atrial septal defect"	"Q21.1"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Atrioventricular septal defect"	"Q21.2"	6	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Tetralogy of Fallot"	"Q21.3"	25	40445070	0.00
	"1 - 23 hours"	"02"	"Other congenital malformations of cardiac septa"	"Q21.8"	19	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of cardiac septum, unspecified"	"Q21.9"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital pulmonary valve stenosis"	"Q22.1"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital tricuspid stenosis"	"Q22.4"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Ebstein anomaly"	"Q22.5"	19	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Hypoplastic right heart syndrome"	"Q22.6"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital malformations of tricuspid valve"	"Q22.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of tricuspid valve, unspecified"	"Q22.9"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital stenosis of aortic valve"	"Q23.0"	24	40445070	0.00
	"1 - 23 hours"	"02"	"Congenital insufficiency of aortic valve"	"Q23.1"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Hypoplastic left heart syndrome"	"Q23.4"	192	40445070	0.00
	"1 - 23 hours"	"02"	"Congenital malformation of aortic and mitral valves, unspecified"	"Q23.9"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Pulmonary infundibular stenosis"	"Q24.3"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital subaortic stenosis"	"Q24.4"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Malformation of coronary vessels"	"Q24.5"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital heart block"	"Q24.6"	16	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of heart"	"Q24.8"	72	40445070	0.00
	"1 - 23 hours"	"02"	"Congenital malformation of heart, unspecified"	"Q24.9"	502	40445070	0.01
	"1 - 23 hours"	"02"	"Patent ductus arteriosus"	"Q25.0"	5	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Coarctation of aorta"	"Q25.1"	9	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital malformations of aorta"	"Q25.4"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Atresia of pulmonary artery"	"Q25.5"	20	40445070	0.00
	"1 - 23 hours"	"02"	"Stenosis of pulmonary artery"	"Q25.6"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital malformations of pulmonary artery"	"Q25.7"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Total anomalous pulmonary venous connection"	"Q26.2"	11	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Partial anomalous pulmonary venous connection"	"Q26.3"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Anomalous pulmonary venous connection, unspecified"	"Q26.4"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Anomalous portal venous connection"	"Q26.5"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital malformations of great veins"	"Q26.8"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of great vein, unspecified"	"Q26.9"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital absence and hypoplasia of umbilical artery"	"Q27.0"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Peripheral arteriovenous malformation"	"Q27.3"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of peripheral vascular system"	"Q27.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	5	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other malformations of cerebral vessels"	"Q28.3"	6	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of circulatory system"	"Q28.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of circulatory system, unspecified"	"Q28.9"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Agenesis and underdevelopment of nose"	"Q30.1"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital malformations of nose"	"Q30.8"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Web of larynx"	"Q31.0"	5	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital malformations of larynx"	"Q31.8"	9	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of larynx, unspecified"	"Q31.9"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital malformations of trachea"	"Q32.1"	62	40445070	0.00
	"1 - 23 hours"	"02"	"Other congenital malformations of bronchus"	"Q32.4"	5	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital cystic lung"	"Q33.0"	23	40445070	0.00
	"1 - 23 hours"	"02"	"Sequestration of lung"	"Q33.2"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Agenesis of lung"	"Q33.3"	14	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Hypoplasia and dysplasia of lung"	"Q33.6"	1426	40445070	0.04
	"1 - 23 hours"	"02"	"Other congenital malformations of lung"	"Q33.8"	5	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of lung, unspecified"	"Q33.9"	26	40445070	0.00
	"1 - 23 hours"	"02"	"Other specified congenital malformations of respiratory system"	"Q34.8"	13	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of respiratory system, unspecified"	"Q34.9"	17	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Cleft palate, unspecified"	"Q35.9"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Unspecified cleft palate with cleft lip, bilateral"	"Q37.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Unspecified cleft palate with cleft lip, unilateral"	"Q37.9"	5	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital malformations of mouth"	"Q38.6"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital malformations of pharynx"	"Q38.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Atresia of oesophagus without fistula"	"Q39.0"	6	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Atresia of oesophagus with tracheo-oesophageal fistula"	"Q39.1"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital tracheo-oesophageal fistula without atresia"	"Q39.2"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of oesophagus, unspecified"	"Q39.9"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of stomach"	"Q40.2"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of stomach, unspecified"	"Q40.3"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital absence, atresia and stenosis of duodenum"	"Q41.0"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital absence, atresia and stenosis of small intestine, part unspecified"	"Q41.9"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital absence, atresia and stenosis of anus without fistula"	"Q42.3"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformations of intestinal fixation"	"Q43.3"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of intestine"	"Q43.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of intestine, unspecified"	"Q43.9"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Cystic disease of liver"	"Q44.6"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of digestive system"	"Q45.8"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of digestive system, unspecified"	"Q45.9"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other doubling of uterus"	"Q51.2"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Bicornate uterus"	"Q51.3"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Unicornate uterus"	"Q51.4"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of uterus and cervix, unspecified"	"Q51.9"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of female genitalia, unspecified"	"Q52.9"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Undescended testicle, unspecified"	"Q53.9"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of male genital organs"	"Q55.8"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of male genital organ, unspecified"	"Q55.9"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Indeterminate sex, unspecified"	"Q56.4"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Renal agenesis, unilateral"	"Q60.0"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Renal agenesis, bilateral"	"Q60.1"	248	40445070	0.01
	"1 - 23 hours"	"02"	"Renal agenesis, unspecified"	"Q60.2"	673	40445070	0.02
	"1 - 23 hours"	"02"	"Renal hypoplasia, bilateral"	"Q60.4"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Renal hypoplasia, unspecified"	"Q60.5"	51	40445070	0.00
	"1 - 23 hours"	"02"	"Potter syndrome"	"Q60.6"	447	40445070	0.01
	"1 - 23 hours"	"02"	"Congenital single renal cyst"	"Q61.0"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Polycystic kidney, infantile type"	"Q61.1"	75	40445070	0.00
	"1 - 23 hours"	"02"	"Polycystic kidney, unspecified"	"Q61.3"	487	40445070	0.01
	"1 - 23 hours"	"02"	"Renal dysplasia"	"Q61.4"	260	40445070	0.01
	"1 - 23 hours"	"02"	"Other cystic kidney diseases"	"Q61.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Cystic kidney disease, unspecified"	"Q61.9"	97	40445070	0.00
	"1 - 23 hours"	"02"	"Congenital hydronephrosis"	"Q62.0"	14	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Atresia and stenosis of ureter"	"Q62.1"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other obstructive defects of renal pelvis and ureter"	"Q62.3"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Agenesis of ureter"	"Q62.4"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital malformations of ureter"	"Q62.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Lobulated, fused and horseshoe kidney"	"Q63.1"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Hyperplastic and giant kidney"	"Q63.3"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of kidney"	"Q63.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of kidney, unspecified"	"Q63.9"	76	40445070	0.00
	"1 - 23 hours"	"02"	"Exstrophy of urinary bladder"	"Q64.1"	2	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital posterior urethral valves"	"Q64.2"	62	40445070	0.00
	"1 - 23 hours"	"02"	"Other atresia and stenosis of urethra and bladder neck"	"Q64.3"	70	40445070	0.00
	"1 - 23 hours"	"02"	"Congenital absence of bladder and urethra"	"Q64.5"	5	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital malformations of bladder and urethra"	"Q64.7"	6	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of urinary system"	"Q64.8"	4	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of urinary system, unspecified"	"Q64.9"	3	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital deformity of spine"	"Q67.5"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital deformities of chest"	"Q67.8"	11	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital musculoskeletal deformities"	"Q68.8"	29	40445070	0.00
	"1 - 23 hours"	"02"	"Polydactyly, unspecified"	"Q69.9"	5	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Webbed toes"	"Q70.3"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Longitudinal reduction defect of femur"	"Q72.4"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other reduction defects of lower limb(s)"	"Q72.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Reduction defect of lower limb, unspecified"	"Q72.9"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Congenital malformation of knee"	"Q74.1"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other congenital malformations of lower limb(s), including pelvic girdle"	"Q74.2"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Arthrogryposis multiplex congenita"	"Q74.3"	17	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Other specified congenital malformations of limb(s)"	"Q74.8"	1	40445070	0.00 (Unreliable)
	"1 - 23 hours"	"02"	"Unspecified congenital malformation of limb(s)"	"Q74.9"	1	40445070	0.00 (Unreliable)
