"Notes"	"Hispanic Origin"	"Hispanic Origin Code"	"Cause of death"	"Cause of death Code"	Deaths	Births	Death Rate
	"Non-Hispanic White"	"6"	"Rotaviral enteritis"	"A08.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	72	2094054	0.03
	"Non-Hispanic White"	"6"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Whooping cough due to Bordetella pertussis"	"A37.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Meningococcaemia, unspecified"	"A39.4"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Septicaemia due to streptococcus, group B"	"A40.1"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Septicaemia due to streptococcus, group D"	"A40.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Septicaemia due to Streptococcus pneumoniae"	"A40.3"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Streptococcal septicaemia, unspecified"	"A40.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Septicaemia due to Haemophilus influenzae"	"A41.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	14	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Septicaemia, unspecified"	"A41.9"	47	2094054	0.02
	"Non-Hispanic White"	"6"	"Staphylococcal infection, unspecified"	"A49.0"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other bacterial infections of unspecified site"	"A49.8"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Bacterial infection, unspecified"	"A49.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital syphilis, unspecified"	"A50.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified viral encephalitis"	"A86"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Enteroviral meningitis"	"A87.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Herpesviral meningitis"	"B00.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Herpesviral encephalitis"	"B00.4"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disseminated herpesviral disease"	"B00.7"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Cytomegaloviral pneumonitis"	"B25.0"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Cytomegaloviral disease, unspecified"	"B25.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Viral carditis"	"B33.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Adenovirus infection, unspecified"	"B34.0"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Enterovirus infection, unspecified"	"B34.1"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Coronavirus infection, unspecified"	"B34.2"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other viral infections of unspecified site"	"B34.8"	21	2094054	0.01
	"Non-Hispanic White"	"6"	"Viral infection, unspecified"	"B34.9"	9	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Aspergillosis, unspecified"	"B44.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified mycosis"	"B49"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other and unspecified infectious diseases"	"B99"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hepatoblastoma - Malignant neoplasms"	"C22.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Testis, unspecified - Malignant neoplasms"	"C62.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Cerebellum - Malignant neoplasms"	"C71.6"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Spinal cord - Malignant neoplasms"	"C72.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Malignant neoplasm without specification of site"	"C80"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Lymphoid leukaemia, unspecified - Malignant neoplasms"	"C91.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Myeloid sarcoma - Malignant neoplasms"	"C92.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acute myelomonocytic leukaemia - Malignant neoplasms"	"C92.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Myeloid leukaemia, unspecified - Malignant neoplasms"	"C92.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Chronic leukaemia of unspecified cell type - Malignant neoplasms"	"C95.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Heart - Benign neoplasms"	"D15.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Haemangioma, any site - Benign neoplasms"	"D18.0"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Lymphangioma, any site - Benign neoplasms"	"D18.1"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Connective and other soft tissue, unspecified - Benign neoplasms"	"D21.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Brain, supratentorial - Benign neoplasms"	"D33.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Lip, oral cavity and pharynx - Uncertain neoplasms"	"D37.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Liver, gallbladder and bile ducts - Uncertain neoplasms"	"D37.6"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Kidney - Uncertain neoplasms"	"D41.0"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Adrenal gland - Uncertain neoplasms"	"D44.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Bone and articular cartilage - Uncertain neoplasms"	"D48.0"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified sites - Uncertain neoplasms"	"D48.7"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms"	"D48.9"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other haemoglobinopathies"	"D58.2"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hereditary haemolytic anaemia, unspecified"	"D58.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other autoimmune haemolytic anaemias"	"D59.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Constitutional aplastic anaemia"	"D61.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Anaemia, unspecified"	"D64.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hereditary factor VIII deficiency"	"D66"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Primary thrombophilia"	"D68.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Coagulation defect, unspecified"	"D68.9"	19	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Secondary thrombocytopenia"	"D69.5"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Agranulocytosis"	"D70"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other methaemoglobinaemias"	"D74.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified diseases of blood and blood-forming organs"	"D75.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Haemophagocytic lymphohistiocytosis"	"D76.1"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Adenosine deaminase [ADA] deficiency"	"D81.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Combined immunodeficiency, unspecified"	"D81.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Di George syndrome"	"D82.1"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Immunodeficiency, unspecified"	"D84.9"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorder involving the immune mechanism, unspecified"	"D89.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other hypoglycaemia"	"E16.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hypopituitarism"	"E23.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital adrenogenital disorders associated with enzyme deficiency"	"E25.0"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other and unspecified adrenocortical insufficiency"	"E27.4"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Persistent hyperplasia of thymus"	"E32.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Short stature, not elsewhere classified"	"E34.3"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified severe protein-energy malnutrition"	"E43"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified protein-energy malnutrition"	"E46"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Molybdenum deficiency"	"E61.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Albinism"	"E70.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other disorders of branched-chain amino-acid metabolism"	"E71.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorders of fatty-acid metabolism"	"E71.3"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorders of urea cycle metabolism"	"E72.2"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorders of lysine and hydroxylysine metabolism"	"E72.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorders of glycine metabolism"	"E72.5"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorder of amino-acid metabolism, unspecified"	"E72.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Glycogen storage disease"	"E74.0"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other disorders of intestinal carbohydrate absorption"	"E74.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorders of pyruvate metabolism and gluconeogenesis"	"E74.4"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other sphingolipidosis"	"E75.2"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Defects in post-translational modification of lysosomal enzymes"	"E77.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other disorders of glycoprotein metabolism"	"E77.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Mixed hyperlipidaemia"	"E78.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorders of copper metabolism"	"E83.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorders of iron metabolism"	"E83.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorders of calcium metabolism"	"E83.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Volume depletion"	"E86"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hyperosmolality and hypernatraemia"	"E87.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acidosis"	"E87.2"	12	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Hyperkalaemia"	"E87.5"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Fluid overload"	"E87.7"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other disorders of electrolyte and fluid balance, not elsewhere classified"	"E87.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorders of plasma-protein metabolism, not elsewhere classified"	"E88.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified metabolic disorders"	"E88.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Metabolic disorder, unspecified"	"E88.9"	22	2094054	0.01
	"Non-Hispanic White"	"6"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Rett syndrome"	"F84.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Pneumococcal meningitis"	"G00.1"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Streptococcal meningitis"	"G00.2"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other bacterial meningitis"	"G00.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Bacterial meningitis, unspecified"	"G00.9"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Meningitis, unspecified"	"G03.9"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified"	"G04.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Encephalitis, myelitis and encephalomyelitis, unspecified"	"G04.9"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Intracranial and intraspinal phlebitis and thrombophlebitis"	"G08"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]"	"G12.0"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other inherited spinal muscular atrophy"	"G12.1"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Spinal muscular atrophy, unspecified"	"G12.9"	34	2094054	0.02
	"Non-Hispanic White"	"6"	"Other specified degenerative diseases of nervous system"	"G31.8"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Degenerative disease of nervous system, unspecified"	"G31.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Generalized idiopathic epilepsy and epileptic syndromes"	"G40.3"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other generalized epilepsy and epileptic syndromes"	"G40.4"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Epilepsy, unspecified"	"G40.9"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital and developmental myasthenia"	"G70.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Myoneural disorder, unspecified"	"G70.9"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Myotonic disorders"	"G71.1"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital myopathies"	"G71.2"	8	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Infantile cerebral palsy, unspecified"	"G80.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Obstructive hydrocephalus"	"G91.1"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other hydrocephalus"	"G91.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hydrocephalus, unspecified"	"G91.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	17	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Encephalopathy, unspecified"	"G93.4"	9	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Compression of brain"	"G93.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified disorders of brain"	"G93.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorders of meninges, not elsewhere classified"	"G96.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other disorders of nervous system, not elsewhere classified"	"G98"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Nonsuppurative otitis media, unspecified"	"H65.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Otitis media, unspecified"	"H66.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Mitral valve disease, unspecified"	"I05.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Multiple valve disease, unspecified"	"I08.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acute myocardial infarction, unspecified"	"I21.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Atherosclerotic heart disease"	"I25.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Primary pulmonary hypertension"	"I27.0"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other secondary pulmonary hypertension"	"I27.2"	37	2094054	0.02
	"Non-Hispanic White"	"6"	"Pulmonary heart disease, unspecified"	"I27.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified diseases of pulmonary vessels"	"I28.8"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Infective pericarditis"	"I30.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Pericardial effusion (noninflammatory)"	"I31.3"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disease of pericardium, unspecified"	"I31.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Aortic (valve) stenosis"	"I35.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Infective myocarditis"	"I40.0"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acute myocarditis, unspecified"	"I40.9"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Dilated cardiomyopathy"	"I42.0"	9	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Obstructive hypertrophic cardiomyopathy"	"I42.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other hypertrophic cardiomyopathy"	"I42.2"	12	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Endocardial fibroelastosis"	"I42.4"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Cardiomyopathy, unspecified"	"I42.9"	11	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Atrioventricular block, complete"	"I44.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified conduction disorders"	"I45.8"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Sudden cardiac death, so described"	"I46.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Cardiac arrest, unspecified"	"I46.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Cardiac arrhythmia, unspecified"	"I49.9"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congestive heart failure"	"I50.0"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Left ventricular failure"	"I50.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Heart failure, unspecified"	"I50.9"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Myocarditis, unspecified"	"I51.4"	8	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Myocardial degeneration"	"I51.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Cardiomegaly"	"I51.7"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other ill-defined heart diseases"	"I51.8"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Heart disease, unspecified"	"I51.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other subarachnoid haemorrhage"	"I60.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Intracerebral haemorrhage, unspecified"	"I61.9"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	1	2094054	0.00 (Unreliable)
