LocationType,Location,Race,TimeFrame,DataFormat,Data
City,District of Columbia,Hispanic or Latino,2011,Percent,0.081
City,District of Columbia,Non-Hispanic White,2011,Percent,0.061
City,District of Columbia,Total,2011,Percent,0.104
City,District of Columbia,American Indian,2012,Percent,S
City,District of Columbia,Asian and Pacific Islander,2012,Percent,0.079
City,District of Columbia,Black or African American,2012,Percent,0.119
City,District of Columbia,Hispanic or Latino,2012,Percent,0.083
City,District of Columbia,Non-Hispanic White,2012,Percent,0.063
City,District of Columbia,Total,2012,Percent,0.096
City,District of Columbia,American Indian,2011,Number,S
City,District of Columbia,Total,2011,Number,970
City,District of Columbia,Non-Hispanic White,2011,Number,160
City,District of Columbia,Hispanic or Latino,2011,Number,111
City,District of Columbia,Black or African American,2011,Number,691
City,District of Columbia,Asian and Pacific Islander,2011,Number,42
City,District of Columbia,American Indian,2015,Number,S
City,District of Columbia,Asian and Pacific Islander,2015,Number,29
City,District of Columbia,Black or African American,2015,Number,645
City,District of Columbia,Hispanic or Latino,2015,Number,87
City,District of Columbia,Non-Hispanic White,2015,Number,207
City,District of Columbia,Total,2015,Number,959
City,District of Columbia,American Indian,2015,Percent,S
City,District of Columbia,Asian and Pacific Islander,2015,Percent,0.058
City,District of Columbia,Black or African American,2015,Percent,0.129
City,District of Columbia,Hispanic or Latino,2015,Percent,0.066
City,District of Columbia,Non-Hispanic White,2015,Percent,0.07
City,District of Columbia,Total,2015,Percent,0.1
City,District of Columbia,Total,2010,Number,934
City,District of Columbia,Non-Hispanic White,2010,Number,159
City,District of Columbia,Hispanic or Latino,2010,Number,92
City,District of Columbia,Black or African American,2010,Number,681
City,District of Columbia,Asian and Pacific Islander,2010,Number,40
City,District of Columbia,American Indian,2010,Number,S
City,District of Columbia,American Indian,2010,Percent,S
City,District of Columbia,Asian and Pacific Islander,2010,Percent,0.078
City,District of Columbia,Black or African American,2010,Percent,0.128
City,District of Columbia,Hispanic or Latino,2010,Percent,0.068
City,District of Columbia,Non-Hispanic White,2010,Percent,0.064
City,District of Columbia,Total,2010,Percent,0.102
City,District of Columbia,American Indian,2014,Percent,S
City,District of Columbia,Asian and Pacific Islander,2014,Percent,0.089
City,District of Columbia,Black or African American,2014,Percent,0.127
City,District of Columbia,Hispanic or Latino,2014,Percent,0.08
City,District of Columbia,Non-Hispanic White,2014,Percent,0.058
City,District of Columbia,Total,2014,Percent,0.098
City,District of Columbia,American Indian,2009,Percent,S
City,District of Columbia,Asian and Pacific Islander,2009,Percent,0.055
City,District of Columbia,Black or African American,2009,Percent,0.125
City,District of Columbia,Hispanic or Latino,2009,Percent,0.075
City,District of Columbia,Non-Hispanic White,2009,Percent,0.07
City,District of Columbia,Total,2009,Percent,0.103
City,District of Columbia,American Indian,2009,Number,S
City,District of Columbia,Total,2009,Number,929
City,District of Columbia,Non-Hispanic White,2009,Number,163
City,District of Columbia,Hispanic or Latino,2009,Number,114
City,District of Columbia,Black or African American,2009,Number,666
City,District of Columbia,Asian and Pacific Islander,2009,Number,22
City,District of Columbia,American Indian,2013,Percent,S
City,District of Columbia,Asian and Pacific Islander,2013,Percent,0.063
City,District of Columbia,Black or African American,2013,Percent,0.121
City,District of Columbia,Hispanic or Latino,2013,Percent,0.075
City,District of Columbia,Non-Hispanic White,2013,Percent,0.058
City,District of Columbia,Total,2013,Percent,0.094
City,District of Columbia,American Indian,2013,Number,S
City,District of Columbia,Total,2013,Number,875
City,District of Columbia,Non-Hispanic White,2013,Number,160
City,District of Columbia,Hispanic or Latino,2013,Number,94
City,District of Columbia,Black or African American,2013,Number,617
City,District of Columbia,Asian and Pacific Islander,2013,Number,31
City,District of Columbia,Total,2008,Number,957
City,District of Columbia,Non-Hispanic White,2008,Number,161
City,District of Columbia,Hispanic or Latino,2008,Number,88
City,District of Columbia,Black or African American,2008,Number,707
City,District of Columbia,Asian and Pacific Islander,2008,Number,18
City,District of Columbia,American Indian,2008,Number,N.A.
City,District of Columbia,American Indian,2007,Percent,S
City,District of Columbia,Asian and Pacific Islander,2007,Percent,S
City,District of Columbia,Black or African American,2007,Percent,0.141
City,District of Columbia,Hispanic or Latino,2007,Percent,0.073
City,District of Columbia,Non-Hispanic White,2007,Percent,0.062
City,District of Columbia,Total,2007,Percent,0.111
City,District of Columbia,American Indian,2008,Percent,N.A.
City,District of Columbia,Asian and Pacific Islander,2008,Percent,S
City,District of Columbia,Black or African American,2008,Percent,0.133
City,District of Columbia,Hispanic or Latino,2008,Percent,0.058
City,District of Columbia,Non-Hispanic White,2008,Percent,0.068
City,District of Columbia,Total,2008,Percent,0.105
City,District of Columbia,Total,2006,Number,980
City,District of Columbia,Non-Hispanic White,2006,Number,156
City,District of Columbia,Hispanic or Latino,2006,Number,102
City,District of Columbia,Black or African American,2006,Number,765
City,District of Columbia,Asian and Pacific Islander,2006,Number,19
City,District of Columbia,American Indian,2006,Number,S
City,District of Columbia,American Indian,2007,Number,S
City,District of Columbia,Total,2007,Number,982
City,District of Columbia,Non-Hispanic White,2007,Number,140
City,District of Columbia,Hispanic or Latino,2007,Number,106
City,District of Columbia,Black or African American,2007,Number,740
City,District of Columbia,Asian and Pacific Islander,2007,Number,19
City,District of Columbia,American Indian,2006,Percent,S
City,District of Columbia,Asian and Pacific Islander,2006,Percent,S
City,District of Columbia,Black or African American,2006,Percent,0.133
City,District of Columbia,Hispanic or Latino,2006,Percent,0.077
City,District of Columbia,Non-Hispanic White,2006,Percent,0.073
City,District of Columbia,Total,2006,Percent,0.115
City,District of Columbia,American Indian,2005,Number,S
City,District of Columbia,Total,2005,Number,888
City,District of Columbia,Non-Hispanic White,2005,Number,146
City,District of Columbia,Hispanic or Latino,2005,Number,78
City,District of Columbia,Black or African American,2005,Number,702
City,District of Columbia,Asian and Pacific Islander,2005,Number,18
City,District of Columbia,American Indian,2005,Percent,S
City,District of Columbia,Asian and Pacific Islander,2005,Percent,S
City,District of Columbia,Black or African American,2005,Percent,0.131
City,District of Columbia,Hispanic or Latino,2005,Percent,0.07
City,District of Columbia,Non-Hispanic White,2005,Percent,0.071
City,District of Columbia,Total,2005,Percent,0.112
City,District of Columbia,Total,2004,Number,880
City,District of Columbia,Non-Hispanic White,2004,Number,112
City,District of Columbia,Hispanic or Latino,2004,Number,78
City,District of Columbia,Black or African American,2004,Number,717
City,District of Columbia,Asian and Pacific Islander,2004,Number,23
City,District of Columbia,American Indian,2004,Number,S
City,District of Columbia,American Indian,2004,Percent,S
City,District of Columbia,Asian and Pacific Islander,2004,Percent,0.1
City,District of Columbia,Black or African American,2004,Percent,0.133
City,District of Columbia,Hispanic or Latino,2004,Percent,0.078
City,District of Columbia,Non-Hispanic White,2004,Percent,0.056
City,District of Columbia,Total,2004,Percent,0.111
City,District of Columbia,American Indian,2002,Percent,N.A.
City,District of Columbia,Asian and Pacific Islander,2002,Percent,N.A.
City,District of Columbia,Black or African American,2002,Percent,N.A.
City,District of Columbia,Hispanic or Latino,2002,Percent,N.A.
City,District of Columbia,Non-Hispanic White,2002,Percent,N.A.
City,District of Columbia,Total,2002,Percent,0.116
City,District of Columbia,American Indian,2003,Percent,N.A.
City,District of Columbia,Asian and Pacific Islander,2003,Percent,N.A.
City,District of Columbia,Black or African American,2003,Percent,N.A.
City,District of Columbia,Hispanic or Latino,2003,Percent,N.A.
City,District of Columbia,Non-Hispanic White,2003,Percent,N.A.
City,District of Columbia,Total,2003,Percent,0.109
City,District of Columbia,American Indian,2001,Percent,N.A.
City,District of Columbia,Asian and Pacific Islander,2001,Percent,N.A.
City,District of Columbia,Black or African American,2001,Percent,N.A.
City,District of Columbia,Hispanic or Latino,2001,Percent,N.A.
City,District of Columbia,Non-Hispanic White,2001,Percent,N.A.
City,District of Columbia,Total,2001,Percent,0.121
City,District of Columbia,American Indian,2000,Percent,N.A.
City,District of Columbia,Asian and Pacific Islander,2000,Percent,N.A.
City,District of Columbia,Black or African American,2000,Percent,N.A.
City,District of Columbia,Hispanic or Latino,2000,Percent,N.A.
City,District of Columbia,Non-Hispanic White,2000,Percent,N.A.
City,District of Columbia,Total,2000,Percent,0.119
City,District of Columbia,American Indian,1999,Percent,N.A.
City,District of Columbia,Asian and Pacific Islander,1999,Percent,N.A.
City,District of Columbia,Black or African American,1999,Percent,N.A.
City,District of Columbia,Hispanic or Latino,1999,Percent,N.A.
City,District of Columbia,Non-Hispanic White,1999,Percent,N.A.
City,District of Columbia,Total,1999,Percent,0.131
State,Florida,American Indian,1999,Percent,N.A.
State,Florida,Asian and Pacific Islander,1999,Percent,N.A.
State,Florida,Black or African American,1999,Percent,N.A.
State,Florida,Hispanic or Latino,1999,Percent,N.A.
State,Florida,Non-Hispanic White,1999,Percent,N.A.
State,Florida,Total,1999,Percent,0.082
State,Florida,American Indian,2000,Percent,N.A.
State,Florida,Asian and Pacific Islander,2000,Percent,N.A.
State,Florida,Black or African American,2000,Percent,N.A.
State,Florida,Hispanic or Latino,2000,Percent,N.A.
State,Florida,Non-Hispanic White,2000,Percent,N.A.
State,Florida,Total,2000,Percent,0.08
State,Florida,American Indian,2001,Percent,N.A.
State,Florida,Asian and Pacific Islander,2001,Percent,N.A.
State,Florida,Black or African American,2001,Percent,N.A.
State,Florida,Hispanic or Latino,2001,Percent,N.A.
State,Florida,Non-Hispanic White,2001,Percent,N.A.
State,Florida,Total,2001,Percent,0.082
State,Florida,American Indian,2003,Percent,N.A.
State,Florida,Asian and Pacific Islander,2003,Percent,N.A.
State,Florida,Black or African American,2003,Percent,N.A.
State,Florida,Hispanic or Latino,2003,Percent,N.A.
State,Florida,Non-Hispanic White,2003,Percent,N.A.
State,Florida,Total,2003,Percent,0.085
State,Florida,American Indian,2002,Percent,N.A.
State,Florida,Asian and Pacific Islander,2002,Percent,N.A.
State,Florida,Black or African American,2002,Percent,N.A.
State,Florida,Hispanic or Latino,2002,Percent,N.A.
State,Florida,Non-Hispanic White,2002,Percent,N.A.
State,Florida,Total,2002,Percent,0.084
State,Florida,American Indian,2004,Percent,0.073
State,Florida,Asian and Pacific Islander,2004,Percent,0.09
State,Florida,Black or African American,2004,Percent,0.125
State,Florida,Hispanic or Latino,2004,Percent,0.07
State,Florida,Non-Hispanic White,2004,Percent,0.073
State,Florida,Total,2004,Percent,0.085
State,Florida,Total,2004,Number,18633
State,Florida,Non-Hispanic White,2004,Number,7725
State,Florida,Hispanic or Latino,2004,Number,4095
State,Florida,Black or African American,2004,Number,6616
State,Florida,Asian and Pacific Islander,2004,Number,615
State,Florida,American Indian,2004,Number,54
State,Florida,Non-Hispanic White,2005,Number,8045
State,Florida,Hispanic or Latino,2005,Number,4478
State,Florida,Black or African American,2005,Number,7219
State,Florida,Asian and Pacific Islander,2005,Number,663
State,Florida,American Indian,2005,Number,46
State,Florida,Total,2005,Number,19761
State,Florida,American Indian,2005,Percent,0.066
State,Florida,Asian and Pacific Islander,2005,Percent,0.088
State,Florida,Black or African American,2005,Percent,0.128
State,Florida,Hispanic or Latino,2005,Percent,0.07
State,Florida,Non-Hispanic White,2005,Percent,0.076
State,Florida,Total,2005,Percent,0.087
State,Florida,American Indian,2006,Percent,0.068
State,Florida,Asian and Pacific Islander,2006,Percent,0.084
State,Florida,Black or African American,2006,Percent,0.13
State,Florida,Hispanic or Latino,2006,Percent,0.07
State,Florida,Non-Hispanic White,2006,Percent,0.076
State,Florida,Total,2006,Percent,0.087
State,Florida,Total,2007,Number,20725
State,Florida,Non-Hispanic White,2007,Number,7969
State,Florida,Hispanic or Latino,2007,Number,5009
State,Florida,Black or African American,2007,Number,7565
State,Florida,Asian and Pacific Islander,2007,Number,659
State,Florida,American Indian,2007,Number,59
State,Florida,Non-Hispanic White,2006,Number,8134
State,Florida,Hispanic or Latino,2006,Number,4936
State,Florida,Black or African American,2006,Number,7368
State,Florida,Asian and Pacific Islander,2006,Number,630
State,Florida,American Indian,2006,Number,54
State,Florida,Total,2006,Number,20614
State,Florida,American Indian,2008,Percent,0.073
State,Florida,Asian and Pacific Islander,2008,Percent,0.082
State,Florida,Black or African American,2008,Percent,0.129
State,Florida,Hispanic or Latino,2008,Percent,0.073
State,Florida,Non-Hispanic White,2008,Percent,0.075
State,Florida,Total,2008,Percent,0.088
State,Florida,American Indian,2007,Percent,0.074
State,Florida,Asian and Pacific Islander,2007,Percent,0.08
State,Florida,Black or African American,2007,Percent,0.13
State,Florida,Hispanic or Latino,2007,Percent,0.071
State,Florida,Non-Hispanic White,2007,Percent,0.074
State,Florida,Total,2007,Percent,0.087
State,Florida,Total,2008,Number,20319
State,Florida,Non-Hispanic White,2008,Number,7904
State,Florida,Hispanic or Latino,2008,Number,4798
State,Florida,Black or African American,2008,Number,7415
State,Florida,Asian and Pacific Islander,2008,Number,643
State,Florida,American Indian,2008,Number,55
State,Florida,Non-Hispanic White,2013,Number,7053
State,Florida,Hispanic or Latino,2013,Number,4212
State,Florida,Black or African American,2013,Number,6662
State,Florida,Asian and Pacific Islander,2013,Number,639
State,Florida,American Indian,2013,Number,24
State,Florida,Total,2013,Number,18346
State,Florida,American Indian,2013,Percent,0.061
State,Florida,Asian and Pacific Islander,2013,Percent,0.088
State,Florida,Black or African American,2013,Percent,0.126
State,Florida,Hispanic or Latino,2013,Percent,0.071
State,Florida,Non-Hispanic White,2013,Percent,0.072
State,Florida,Total,2013,Percent,0.085
State,Florida,Total,2009,Number,19247
State,Florida,Non-Hispanic White,2009,Number,7354
State,Florida,Hispanic or Latino,2009,Number,4379
State,Florida,Black or African American,2009,Number,7218
State,Florida,Asian and Pacific Islander,2009,Number,652
State,Florida,American Indian,2009,Number,36
State,Florida,American Indian,2009,Percent,0.056
State,Florida,Asian and Pacific Islander,2009,Percent,0.088
State,Florida,Black or African American,2009,Percent,0.129
State,Florida,Hispanic or Latino,2009,Percent,0.071
